                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 1.0153,                0.87032,                  1.345,                0.81394,                0.77075,                0.84323,                0.60469,                 1.0424,                0.77193,                 1.3509,             0.00014443,             0.00014443,             0.00014443
                     17,                 1.0024,                0.83702,                 1.3343,                0.82038,                0.77409,                 0.8496,                0.61362,                 1.0457,                0.77154,                 1.3546,             0.00013499,             0.00013499,             0.00013499
                     18,                0.99274,                0.81216,                  1.331,                0.82275,                0.79246,                0.84079,                0.60473,                 1.0461,                0.76976,                 1.3541,             0.00012555,             0.00012555,             0.00012555
                     19,                0.97538,                  0.783,                 1.3163,                0.84449,                0.75135,                0.83861,                0.60786,                 1.0261,                0.78039,                 1.3341,             0.00011612,             0.00011612,             0.00011612
                     20,                0.95946,                0.75813,                 1.3051,                0.81698,                0.79545,                0.84863,                0.61792,                 1.0326,                0.75393,                 1.3472,             0.00010668,             0.00010668,             0.00010668
                     21,                0.94576,                0.60454,                 1.3218,                0.79822,                0.76762,                0.83083,                0.60869,                 1.0193,                0.80416,                 1.3359,              9.724e-05,              9.724e-05,              9.724e-05
                     22,                0.91639,                0.56187,                 1.3022,                0.82118,                0.79584,                0.84521,                 0.6185,                 1.0246,                0.73266,                 1.3431,             8.7802e-05,             8.7802e-05,             8.7802e-05
                     23,                0.89278,                0.53587,                 1.2809,                0.80544,                0.80152,                0.83408,                0.60633,                 1.0295,                0.75309,                 1.3518,             7.8364e-05,             7.8364e-05,             7.8364e-05
                     24,                0.86757,                0.50926,                 1.2633,                0.82345,                0.78058,                0.84284,                 0.6156,                  1.031,                0.72998,                 1.3522,             6.8926e-05,             6.8926e-05,             6.8926e-05
                     25,                0.85281,                0.49514,                 1.2484,                0.82038,                0.79727,                0.84578,                 0.6214,                 1.0139,                0.73769,                 1.3429,             5.9488e-05,             5.9488e-05,             5.9488e-05
                     26,                0.83452,                0.46988,                  1.236,                0.86186,                0.79056,                0.85685,                0.63221,                 1.0096,                0.72217,                 1.3497,              5.005e-05,              5.005e-05,              5.005e-05
                     27,                0.81802,                 0.4557,                 1.2211,                0.84136,                0.78683,                0.85702,                 0.6332,                  1.005,                0.72693,                 1.3387,             4.0612e-05,             4.0612e-05,             4.0612e-05
                     28,                0.80126,                0.44123,                 1.2119,                0.83326,                0.79493,                0.85473,                0.63221,                0.99964,                   0.71,                 1.3343,             3.1174e-05,             3.1174e-05,             3.1174e-05
                     29,                0.78383,                0.42301,                 1.1942,                0.84337,                0.80566,                0.86212,                0.64041,                0.99683,                0.70094,                 1.3325,             2.1736e-05,             2.1736e-05,             2.1736e-05
                     30,                0.76729,                 0.4134,                 1.1826,                 0.8498,                0.79375,                0.85887,                0.63909,                0.99287,                0.70455,                 1.3357,             1.2298e-05,             1.2298e-05,             1.2298e-05
