                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 1.0581,                0.94789,                 1.3419,                0.79243,                0.77239,                0.81854,                0.57367,                 1.1004,                0.89624,                 1.3711,             0.00014443,             0.00014443,             0.00014443
                     17,                 1.0466,                0.91449,                 1.3294,                0.78851,                0.76966,                0.83091,                0.58076,                 1.0953,                0.86331,                 1.3529,             0.00013499,             0.00013499,             0.00013499
                     18,                 1.0419,                0.89811,                 1.3271,                0.82239,                0.75936,                0.82602,                0.57698,                 1.0892,                0.83816,                 1.3548,             0.00012555,             0.00012555,             0.00012555
                     19,                 1.0271,                  0.868,                 1.3141,                0.82734,                0.74783,                0.83184,                0.58498,                 1.0924,                0.85408,                 1.3515,             0.00011612,             0.00011612,             0.00011612
                     20,                  1.015,                 0.8467,                 1.3036,                0.81758,                0.75285,                0.82632,                0.58368,                 1.0801,                0.85191,                 1.3467,             0.00010668,             0.00010668,             0.00010668
                     21,                 1.0051,                0.70081,                 1.3405,                0.82186,                0.76101,                0.83122,                0.57979,                 1.0881,                0.84804,                 1.3496,              9.724e-05,              9.724e-05,              9.724e-05
                     22,                0.97767,                0.65957,                 1.3229,                 0.7984,                0.75849,                0.82205,                0.57742,                 1.0853,                 0.8431,                 1.3522,             8.7802e-05,             8.7802e-05,             8.7802e-05
                     23,                0.95864,                0.63331,                 1.3042,                0.82952,                0.74316,                0.82619,                0.59242,                 1.0727,                0.82472,                 1.3432,             7.8364e-05,             7.8364e-05,             7.8364e-05
                     24,                0.93952,                0.60559,                 1.2904,                0.79938,                0.76825,                0.82546,                0.59033,                 1.0784,                0.83686,                 1.3497,             6.8926e-05,             6.8926e-05,             6.8926e-05
                     25,                0.92374,                0.59643,                  1.278,                  0.811,                 0.7846,                 0.8374,                0.59617,                 1.0594,                0.79582,                 1.3353,             5.9488e-05,             5.9488e-05,             5.9488e-05
                     26,                 0.9108,                0.57012,                 1.2638,                 0.8158,                0.78062,                0.83531,                0.59247,                 1.0703,                0.81011,                 1.3489,              5.005e-05,              5.005e-05,              5.005e-05
                     27,                0.89538,                0.55308,                 1.2527,                0.79797,                0.78685,                0.82956,                0.58996,                 1.0694,                0.81947,                 1.3463,             4.0612e-05,             4.0612e-05,             4.0612e-05
                     28,                0.88511,                0.54151,                 1.2494,                0.82322,                0.77649,                0.83053,                0.59363,                 1.0684,                0.79701,                 1.3424,             3.1174e-05,             3.1174e-05,             3.1174e-05
                     29,                0.86768,                0.52487,                 1.2312,                0.81483,                0.77545,                0.83727,                0.59935,                 1.0539,                0.79914,                 1.3329,             2.1736e-05,             2.1736e-05,             2.1736e-05
                     30,                0.85371,                0.51373,                 1.2205,                0.81829,                0.78471,                0.83869,                0.60235,                 1.0512,                0.80445,                  1.332,             1.2298e-05,             1.2298e-05,             1.2298e-05
